rating,review,split
negative,walked into merry ann s for breakfast on saturday . there was no sign to indicate method of seating . i stood there while several staff stood idly behind the counter . they looked me in the eye but never acknowledged my presence . i waited a bit and then left . i will not return . ,train
negative,please clean your floor properly . it feels like crisco under your feet . very dangerous . ,train
negative,"it was awful . not even sure that it was beef . really , really bad",train
negative,flat pepsi . cold food . they mic it so now my tongue is burned . i like fresh food when i eat out . sure its good but why not just have a microwave diner . its cheaper,train
negative,this is an alright place if you haven t experienced some of the much better places in arizona . i think it is somewhat overpriced compared to similar restaurants and the food isn t anything to rave about . ,train
negative,"had a really bad experience . went with a group of for dinner , service was poor , the food wasn t very good either . we spent most of our time waiting . our appetizer was the last thing brought out , no apology , no discount , no customer service . ",train
negative,food was way overpriced for the taste . beans overcooked . tortillas seemed stale . server was horrible . avoid this place . dont waste ur . sorry bout iiiiit . ,train
negative,"nope not any better this time around . still hectic , still tons of people . if you have a connecting flight out of clt put your running shoes on because it s a long way from gate to gate and usually you ll have to rush to make your next flight . ",train
negative,"middle of the road . i d give it . stars . the shrimp fried rice was very good , the teriyaki chicken good , the orange chicken pretty blech . n noverall , i d say it was decent . not great , not good , but not terrible . just average . ",train
negative,worst sandwich i have ever had . got the roast beef sub . so dry like eating cardboard . took bites and threw the rest away . never again ! ! ! ,train
negative,"change your name . i went to cheese n stuff to buy cheese and the choices were laughable . it s not even a cheese shop . if your interested in purchasing cheese go to duck decanter , wedge and bottle , or aj s . ",train
negative,"this place is terrible , they opened a crappy cafe , everything tastes of cardboard . the bathrooms are completely disgusting . the employees are lazy and rude , especially curly haired older guy . avoid this place like the plague",train
negative,"ordered a lg pizza for pick up , min wait . went to pick up my pizza and i arrived to have no pizza at all . they told a driver must have taken by accident . the skinny , is it took an hour for a new pizza , and they offered me nothing",train
negative,"bad experience for a first time diner looking for a neighborhood restaurant . there was no steak available for dinner and i was refused service outside , which was such a shame for a perfect arizona night . i wont be coming back again",train
