rating,review,split
negative,my date and i both had meals here and it was eh on service and food . i was hoping for it to be better as it s a family owned restaurant but it was not meant to be,train
negative,still growing out my hair . mureeza salon still sucks . ,train
negative,overpriced for the type of food . ,train
negative,"cheap as can be . the coffee is terrible , the food is as average as could be . ",train
negative,"prices are okay . ntheir bakery section is not good , so don t go there and expect to find a nice loaf of crusty bread . plus the store feels dirty . ",train
negative,very slow service ! sushi was just average . a little pricey for the food service ambiance . probably my first last time here . ,train
negative,i was going to write a lengthy detailed description but decided it is not worth my time . my wife and i have given this particular outback more chances in the last months . never again ! ,train
negative,the manager is useless . machines are broken and never repaired for long periods of time . the only advantage to joining this club is for the hours ! ! ,train
negative,overpriced and my muffin was stale . not worth the i spent on the muffin and coffee . will not go again . believe it is overpriced due to the area . . . ,train
negative,worst mexican disaster to hit planet mid town . sloppy burrito fold gooey cheese processed beans . restaurant unauthentic . unfriendly staff . ,train
negative,hubby told me its like the best pizza ever but i don t feel like it . ni like other much cheaper pizza than this . ,train
negative,super busy airport . every gate is packed . food lines are off the hook . sfo is huge and i have never seen so many long lines . need some expansion . ,train
negative,"super duper friendly service , but i am here to eat , and it is mediocore food at best . ",train
negative,"i don t see the hype . bad service , bland food . ",train
negative,what a cluster,train
negative,"not as good as i had hoped . strange menu pasta , but no burritos . had the chicken quesadilla , and didn t care much for it . although , the free dessert deal using yelp was nice . ",train
negative,"i just want to like it due to its location and great beer selection , but the food is awful . ",train
negative,ocb was good several years ago . it has gone down hill and now it is nothing more than a place for people who value quantity over quality . ,train
negative,food was mediocre and service was abysmal . i m shocked this place has a high rating on yelp . there are dozens of better indian options in this area . ,train
negative,staff is nice and friendly but the car wash did a terrible job . they had employees dry my car but when i got home i discovered spots all over . i ll stick to fabulous freddy s from now on . ,train
negative,"dude , this pizza is gross . canned mushrooms ? such a deal breaker . also , they put clumps of frozen spinach on top without really defrosting it or squeezing out water . and the clumps were cold . ",train
negative,disgusting ! i d rather eat mcdonald s over this place ! ,train
negative,"a co worker recommended the place . the food is inexpensive , bland and the restaurant has the decor of a double wide . never again , especially with all of the other great options on the area . ",train
negative,went there to watch nfl game . food mediocre at best and service was awful . the only thing that could have made our waiter less attentive was if he had the day off . stay away . ,train
negative,general tsao s chicken for take out lunch broke the plastic fork i was using . i probably caught them on an off day . ,train
negative,i ve never had a meal here that didn t result in diarrhea afterward . nothing more needs to be said . ,train
negative,"terrible service , they told me they had the bikes for rental , then they did not . do not go here . very rude . when i called back to complain , they hung up on me . ",train
negative,the salesmen have gotten scuzzier ands lot more pushy . when i leased my car years ago they were wonderful . now they re just like every other car dealer . shame . ,train
negative,"dirty , stinks horribly ! couldn t wait to leave . ",train
negative,ten minute wait and easily most tables are open ! ! ! surprise it s lunch time ! ! ! ! i just passed six tables empty and clean . beyond me . . . ,train
negative,there are a good selection of places to eat . nice lobby,train
negative,"ate here once with a buy one , get one coupon . i won t be heading back . go to los gemelos off of state st instead . ",train
negative,worst customer service i have ever received . the employees didn t stop talking to assist us . it was like we were interfering with their free time at work . ,train
negative,unimpressed and disappointed . there is nothing to these sandwiches . there are so many other places to get better sandwiches . will not be returning . ,train
negative,"the food was really unimpressive , especially for the prices . the michael bible cocktail was pretty good . ",train
negative,over for a gallon bucket of exterior flat paint ? i do not think so . sorry . last three times there my colors were off tint . had to return with poor service . i ll shop frazee now . sorry . dunn . ,train
negative,service is always bad . management not friendly . ,train
negative,"very good place to find your new pets , so many to look at and play with and take them all home , if your looking fur a new pet come . check out these pants please dogs cats and birds snakes . ",train
negative,"hooters has closed this location , sorry . ",train
negative,terrible,train
negative,"staff is great workout facility is clean and relatively big , but it concerns me a bit room service trays are in the hall from last night",train
negative,"food has good flavor , but i would have preferred a bigger portion of meat and hotter food . they really aren t out to impress , only to fill your belly . ",train
negative,the incompetence of the employees forces me to question how anything gets shipped at all . . . ,train
negative,not so rad . ,train
negative,be careful if you are a woman coming in here alone . please save yourself some money and headache . get a second opinion . i would not trust this shop at all . ,train
negative,terrible nasty trashy place,train
negative,"grotesque food , vulgar staff , blech . ",train
negative,not loyal to their regulars . night manager was rude over a coupon when the right thing would have been to accept it that one time but acknowledge the use next time . ,train
negative,unfriendly people no tip for you,train
negative,"the food is bland which i guess is to be expected since it is english . however , it was substance and not exspensive . ",train
negative,burger king sucks . took forever to get my food . they forgot to give me my drink and didn t give me sauce,train
negative,"had the chicken kabob and hummus . didnt enjoy either , hence , the two stars . on the other hand , the bartender was really nice . might give a second try . ",train
negative,"decent fish . online menu is vague . mac and cheese is awesome but small portions . biggest complaint is drive thru window . . . beyond slow , give yourself minutes",train
negative,had the chicken schwarma . it was too dry . ,train
negative,i hate the screaming announcements . over the overhead speakers . . volume is crazy excessive in gate area of e . go to hometown team bar and wait for your flight . . . . the screaming is maddening,train
negative,this is a cute bar . pretty small . wish it attracted a younger crowd . . felt really out of place . ,train
negative,"so mad when i got home to find out i paid dollars for a box filled with dried batter , and missing cole slaw . if you like that stuff , then this is the place for you . incompetent workers . . . ",train
negative,"rooms are decent but loud . internet sucks which is why i won t be back . not a great place . service was ok , wireless internet is unreliable . ",train
negative,"dirty , not well maintained at this location . the numbering of the rooms is absolutely crazy . simplicity is not in the mindset of whoever needs to redesign the classroom addresses . ",train
negative,i m not even sure where to start . horrible ! ,train
negative,stay away . ,train
negative,pathetic . . . one bathroom for for gates b . been to third world airports that are better ! ,train
negative,why have this restaurant listed ? it has closed down ! ! ! ,train
negative,"the food was cold including the soup , fries . the brisket was dry and the service was awful . the ruben was awful . ",train
negative,"catherine was not very pleasant , and had a very bad attitude . maybe i ll come back , but probably not after that . plenty of other bars to go to . ",train
negative,put me on hold and i guess forgot about me . a lot of pizza places around ! i won t bother again with this location smh,train
negative,roach on the windowsill . nuff said . ,train
negative,usair put me here because of a mis connection . i should have just stayed another hotel and paid out of pocket . the hotel was dirty and noisy . i slept with the lights on and on top of the covers . ,train
negative,they now close at pm instead of pm . i am taking away another star . ,train
negative, holverson screw you valvoline instant oil change ! i schedule a hr appt . you close without canceling . make me drive hr w kids . you suck ! ! fail,train
negative,"no one that works there cares about food , service , or cleanliness . it s a pig bucket of bk . good luck if you get the scraps . ",train
negative,ok food,train
negative,"zombie like service , food mediocre . meh . ",train
negative,"new , clean but horrible service . waited minutes for two breakfast sandwiches . ",train
negative,not impressed at all . the service was crappy and the food was medi ocre . ni got the carnita s omelet and black bear diner beat this one hands down . this was my first visit . . . and my last . ,train
negative,not the best indian restaurant but it will do ! ,train
negative,"what you re really doing is playing for the experience . i had the mini crab burgers and they were pretty good . the drinks are good , but overpriced . service was mediocre . ",train
negative," . for a serve yourself bean burrito , flavorless fish tacos and sodas . too much for boring food and no waiter service . ",train
negative,this store is so gross that i was almost sick ! onions peeled and half rotten . squishy garlic . dirt everywhere . i will never step foot in this place again . ,train
negative,"the room was not clean . the hotel manager was extremely rude and aggressive . n nsimply put , don t stay here . for the same money , you can do a lot better . ",train
negative,"horrible service . waited over hour to be seated , then another minutes without a waiter before leaving . other customers complained about food quality . avoid . go to the yardhouse in the mall . ",train
negative,"i definitely would not recommend this pizza hut . getting pizza here is a real gamble , but what makes it even worse is that some of the employees , especially the manager , are real jerks . ",train
negative,i went to this place at pm . and most of the food was cold or warm some hot fresh food . that was good but not for . . the only thing was great was the ice cram . ,train
negative,the smoothie i had today was not wonderful . and the staff did a great job of disrespecting me . i am very unhappy with the way i was treated . ,train
negative,"cranberry hills is nice because they deliver . however , the food isn t very good , the service is super slow if you decide to eat there , and the employees are rude . ",train
negative,"was not a fan . the service was horrible , pork was chewy and they were out of mac n cheese . the only good thing was they had big red on the fountain . i will not return . ",train
negative,"this place has lousy service , even by k mart s low standards . it s bad enough that they re in a sketchy neighborhood , with clientele to match , but the service is virtually non existent . ",train
negative,extremely slow . . . we waited entirely too long for food . ,train
negative,"sorry folks , chuy s is no longer open at this location . it is now a restaurant called bisquits serving breakfast and lunch . ",train
negative,had this for lunch one day before work bad move . i was totally useless all afternoon as i felt like i had a brick of acid eating away at my stomach lining . ,train
negative,"http www . svtperformance . com forums southwest anyone screw amp performance az . html n ncontinuing to screw people over , and the threaten to beat them up like tough guys . ",train
negative,"no bueno , nothing to write home about . i prefer us egg or good egg . had biscuit and gravy , and it was ok . inquired about corn beef hash and it s from a flippin can . ",train
negative,terrible service sitting at the bar for happy hour . my glass sat empty for long periods of time . a passing waiter actually saw the empty glass and gave it to the bar tender . sad . ,train
negative,"the mongolian beef and chicken chow mein were very bland , and lacking on any major flavor . ",train
negative,the service was okay but geez the place smells like pee . ,train
negative,they leave the roll up door between the bar and the smoking patio wide open so you can enjoy the cigarette smoke while you eat . ,train
negative,good food but the young staff can never get any to go order right . they are too busy talking about their social life,train
negative,"this is the worst chipotle that i have been too ! the service wasn t all that good , and the portions were the smallest i ve experienced . nthe chipotle location on sahara is much better ! ",train
negative,a sports bar galore ncold french fries make me so sad neighteen dollars gone,train
negative,"very , very slow service . inadequate staffing for the volume of customers and nobody seems in a hurry to help . find another rental car service at charlotte airport . ",train
negative,"gross . typical greasy , low quality mexican food . if it s all you can afford buon appetite . ",train
negative,"this library is just plain depressing . its small , old and smells of it s age . n ni would avoid this library . . no fun will be had here . ",train
negative,i made the mistake of going here once for lunch . blah . the food wasn t good and the service was bad . they seemed to hate me for some reason . ,train
negative,"the worse chinese food , even the white rice which came with the ogle sweet and sour chicken is really bad . please don t eat this food . ",train
negative,so terrible . neverything . . . besides the hotcakes . ,train
negative,fish taco included a sardine sized piece of fish a lots of cole slaw and pico . two obviously production tortilla to finish the taco . two tbs . beans . good margarita s though . ,train
negative,i have yet to find a dish i like there . i feel like there are better places for mexican besides here . food was mediocre i thought . ,train
negative,not a fan . . . boring food and their service stinks ! nthey wouldn t serve our party water on the patio mid summer until the whole party arrived ! lame,train
negative,closed down n ni just love circling around a shopping on a friday night looking for a place that no longer exists . . . . . . not ! ,train
negative,worst traffic management at any stadium in america . it took us minutes to get from the corner to the lot . ,train
negative,really don t recommend to shop in this store . lots of foods are expired and still on the shelf for sale . ,train
negative,trained to do haircuts in minutes,train
negative,"i went there tonight , but sadly this scottsdale location is out of business . ",train
negative,"my friend reminded me of the best part . . . when we walked outside after our horrible meal , there was a nasty used green condom on the floor . yuck . ",train
negative,why why why . does it take minutes to go get and cut in half ft of barstock and im the only customer . nugh,train
negative,dead roach on the bamboo on my steam dumpling basket . i got up and left . this is the only time i ve gotten up and left besides an hour wait at denny s . f ing gross ! ! ,train
negative,they took down my review twice . . . . . it was not offensive at all except stating the facts . yelp should stop letting the owners easily taking off the reviews . . . . . . ,train
negative,it took almost hours for lunch for a family of four . n ni ve wasted enough of my time with coco s . so this is the end of my review . ,train
negative,the food was descent especially the pretzel bites ! service was ok at best . the bathroom was dirty and unattended to . just didn t seem like the place was run well . ,train
negative,horrible service ! crappy food ! we waited min at our table before we even got any type of food . ,train
negative,"i guess it s exactly what you d think it is . huge bland portions paired with super sized cokes all the while surrounded by red , white and blue paraphernalia . gives old uncle sam a bad name . ",train
negative,"this place sucks , not good mexican food . the taco bell i had the other day was more authentic . ",train
negative,went there friday night it was really poor service rissoto wasn t fully cooked . my wife likes the chicken bryan there but caesar salad was old . just don t recommend it,train
negative,as usual they slop a whole bunch of secret sauce so you can t taste the beef or the rest of the sandwich . i had the new advertised rueben and sure wasn t impressed . ,train
negative,ok nothing to be impressed with here . id rather eat at filabertos ! ,train
negative,nasty,train
negative,"not my pleasure , not a fan . ",train
negative,awesome place if you like your hair looking like you are years old . disappointing . ,train
negative,food is shitty probably would be good if they had a cook that knew how to cook it correctly . staff is ok no complaints drinks are good as well,train
negative,my clothes smelled like armpits onions when i picked them up . i will never go back . ,train
negative,just okay i went for a retirement party and was disappointed with what we paid for what we got . i like the location on thomas way better and the servers were way more helpful too ! ,train
negative,"took forever to get one of the worst salad , hamburger , french fry lunches ever , would give it no stars if i could",train
negative,service is horrible,train
negative,"this is not good sushi , do not waste your time or money . i am a sushi fanatic and this can not even be classified as mediocre . ",train
negative,i would give them a negative star if possible . i scheduled a pm pick up to the airport and no show no call ! ! discount cab to the rescue ! yellow can suck it . unreliable ! ! ! ,train
negative,"got my order completely wrong , horrible and rude service , mediocre pizza , all around bad experience . ",train
negative,one of the worst for placing orders to go they never answer there phone and when they do they never get the order right ! ! warning don t call a order in ! ! ! ,train
negative,"traffic wise , the absolute hardest airport to navigate . good shops , good food stops , but don t get flipped when being dropped off or you ll miss your flight . ",train
negative,i travel for business for years . i had my share of airports . clt needs improvements in the drop off and pick up areas . need to expand the roads . ,train
negative,"i do not give star reviews lightly , but this business is beyond unprofessional . their business practices seem to change with the mood of the owner , and it is the customers who suffer . ",train
negative,great service and location . food was ok nothing great . we all ordered the sunday brunch . ,train
negative,probably one of the worst indian food i have ever had in usa . went there for sunday buffet and the food was terrible . serving is bad and avoid this restaurant . ,train
negative,"my manicure chipped after days , not sure how the pedicures are",train
negative,"wow , really yelp reviwers ? i did not like their food or service . ",train
negative,worst service . the cashier was trying to make the mcflurry and knew it was running out of mix . instead of just telling me we are low on mix she gave me half a cup ! never again . ,train
negative,i d like to thank groupon for refunding my money back . never was a customer of this place because i simply never had time as the response was so kindly put . ,train
negative,too slow . we ordered at pm and waited for more than mins . so bad . mg friends and i would not come here again . waiting is a terrible thing and annoys all of us . ,train
negative,"i found a thin rope in my donut ! ! ! not very clean , i would say ! ",train
negative,extremely over priced ! i was quoted over for a particular repair . i took the vehicle down the road to farm n fleet and got the same repair done for . ,train
negative,slow as hell for carry out . ,train
negative,"went here for a birthday party . nnot our first visit , not our first choice . nextremely overpriced , underwhelming food . for a meh burger ? yup . ",train
negative,front desk was rude and not helpful whatsoever . the rooms were small and when we got to our room there was pee in the toilet still . would choose a different hotel if i was you . ,train
negative,booooo,train
negative,"do not use smith plumbing . left my house a complete mess after a sloppy repair . they do not carry the most basic plumbing supplies on their trucks , had to make many trips to home depot . ",train
negative,"just found hair in the pizza . eww ! never again from this location will i order food , blah ! ",train
negative,i m a big fan of mc d s but i was expecting more when i saw pork chop biscuit what a fail . ,train
negative,i hate that they charge cents to use a credit card and that they charge extra to get a flour tortilla on a taco . i have had much better tacos for less money ! i will not return . ,train
negative,please update your hours on yelp . we stopped by to get something framed at pm and you were closed even though it said pm on yelp . ,train
negative,restaurant is closed . ,train
negative,"went to this store yesterday , only to find it closed and empty ! no longer at chandler mall . ",train
